host_id,ts,cpu_usage_pct,cpu_ready_pct,mem_usage_pct,network_latency_ms,component_count_pct
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:32:00,67.53,5.1,68.15,0.96,34.99
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:32:00,64.43,4.84,64.16,1.17,35.05
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:32:00,69.38,4.28,67.6,1.25,38.67
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:32:00,63.29,5.2,67.87,1.01,34.89
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:32:00,61.73,4.79,68.7,1.05,36.4
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:32:00,65.3,4.23,65.33,1.0,32.59
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:32:00,69.43,4.61,64.42,1.03,37.22
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:32:00,71.31,4.91,66.48,0.92,39.83
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:32:00,67.99,4.91,66.43,0.95,34.18
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:32:00,61.5,4.66,68.01,1.05,31.62
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:32:00,76.6,4.15,69.0,1.16,35.45
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:32:00,66.51,3.37,67.72,0.93,34.83
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:32:00,67.05,4.62,68.25,0.84,39.21
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:34:00,62.58,4.93,66.43,0.79,62.51
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:34:00,67.35,3.97,65.18,1.04,32.43
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:34:00,65.61,5.52,64.56,0.85,33.77
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:34:00,71.25,4.47,67.16,0.94,33.78
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:34:00,69.58,4.02,67.98,1.21,34.86
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:34:00,67.89,3.9,67.75,1.01,34.46
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:34:00,63.29,5.09,65.78,0.96,34.31
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:34:00,66.11,4.47,64.18,1.07,37.42
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:34:00,68.08,5.11,65.53,1.13,35.4
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:34:00,67.71,4.28,65.97,1.15,37.89
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:34:00,61.5,5.03,67.53,0.96,36.73
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:34:00,73.25,4.41,65.74,1.04,32.19
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:34:00,67.97,5.5,68.4,0.73,38.08
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:34:00,70.25,4.0,69.88,1.02,36.53
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:34:00,71.18,4.94,65.71,1.05,34.72
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:34:00,67.8,4.19,65.39,0.96,35.63
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:36:00,65.34,3.95,70.91,0.94,62.58
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:36:00,71.12,4.07,70.76,0.87,35.8
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:36:00,71.84,4.21,68.94,0.88,34.29
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:36:00,61.09,4.65,66.16,1.06,34.94
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:36:00,70.25,4.19,66.05,0.9,34.32
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:36:00,67.99,3.88,68.51,0.88,36.1
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:36:00,64.1,4.63,67.82,0.94,38.25
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:36:00,67.78,4.42,67.65,1.02,35.19
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:36:00,69.89,4.73,72.74,0.96,34.73
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:36:00,68.25,3.99,69.24,1.03,34.67
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:36:00,68.08,3.97,66.84,0.75,36.52
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:36:00,68.68,4.84,67.73,1.2,34.38
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:36:00,64.0,5.01,66.21,0.74,36.53
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:36:00,62.02,4.73,67.89,0.87,34.43
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:36:00,67.6,4.06,68.92,1.01,35.48
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:36:00,69.08,5.79,68.41,0.93,33.75
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:38:00,67.27,4.79,64.97,1.26,62.33
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:38:00,69.13,4.56,66.23,0.92,31.18
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:38:00,68.09,5.66,66.26,0.89,35.92
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:38:00,68.6,5.62,63.4,1.08,35.1
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:38:00,67.14,3.99,69.17,0.92,37.24
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:38:00,71.5,3.95,67.47,1.04,35.51
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:38:00,65.83,4.86,70.26,1.01,33.73
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:38:00,73.44,4.65,65.74,1.15,35.3
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:38:00,68.13,4.5,65.12,0.82,37.36
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:38:00,71.97,4.71,68.88,1.18,35.72
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:38:00,71.79,4.29,65.95,0.8,35.76
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:38:00,62.72,4.43,66.94,1.01,31.23
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:38:00,68.38,4.52,64.92,0.84,37.86
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:38:00,72.03,5.08,65.75,0.84,28.84
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:38:00,64.51,4.2,69.05,0.79,32.83
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:38:00,67.95,5.44,65.49,0.86,37.3
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:40:00,65.05,4.82,66.23,0.95,61.76
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:40:00,68.3,4.31,65.52,0.94,34.99
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:40:00,72.85,4.67,70.78,1.25,31.45
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:40:00,68.14,4.49,66.79,0.86,31.08
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:40:00,70.09,5.6,69.61,0.96,36.12
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:40:00,71.72,4.15,64.29,0.75,37.48
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:40:00,66.88,4.89,70.66,1.1,37.31
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:40:00,66.26,5.61,66.74,0.9,33.23
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:40:00,69.92,4.15,69.3,0.83,38.21
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:40:00,62.67,4.4,67.86,1.3,37.7
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:40:00,68.09,4.64,67.44,1.0,32.33
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:40:00,66.43,3.56,60.61,0.83,36.45
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:40:00,68.28,4.53,65.99,0.95,35.47
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:40:00,66.26,3.9,65.97,0.88,36.64
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:40:00,66.98,3.83,67.15,0.97,34.6
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:40:00,65.51,4.52,67.33,1.24,35.87
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:42:00,64.38,4.66,64.74,1.12,62.44
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:42:00,69.04,4.45,66.69,1.07,33.97
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:42:00,69.69,4.36,65.83,0.97,36.07
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:42:00,68.36,5.27,66.65,0.91,38.72
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:42:00,65.49,3.12,67.61,0.81,34.78
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:42:00,68.78,4.34,64.61,1.06,35.33
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:42:00,63.92,4.69,68.67,1.26,33.92
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:42:00,71.05,4.11,65.06,1.03,35.92
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:42:00,66.13,5.51,67.42,1.16,36.29
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:42:00,68.66,4.29,66.7,0.77,35.07
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:42:00,65.56,4.85,63.49,1.19,37.08
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:42:00,64.11,4.54,68.09,0.92,36.42
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:42:00,65.58,3.07,66.81,1.16,35.06
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:42:00,68.32,4.81,67.81,0.72,34.04
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:42:00,67.77,4.25,63.57,0.89,36.13
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:42:00,69.72,5.4,70.53,0.67,34.93
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:44:00,65.04,4.46,66.54,1.05,62.54
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:44:00,65.43,4.54,67.53,0.94,37.87
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:44:00,68.69,4.52,67.3,0.94,36.42
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:44:00,65.21,4.3,70.74,0.88,36.41
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:44:00,69.0,4.85,65.65,0.94,31.48
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:44:00,66.79,5.65,65.04,0.74,31.98
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:44:00,70.79,3.93,65.85,1.0,36.0
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:44:00,71.99,4.81,67.6,0.98,36.66
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:44:00,67.0,4.74,66.28,0.87,35.52
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:44:00,72.87,4.79,70.33,0.86,35.52
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:44:00,68.75,3.79,64.56,0.77,32.86
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:44:00,67.93,4.82,70.59,0.84,33.7
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:44:00,68.21,4.37,66.74,0.75,36.11
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:44:00,71.71,5.14,67.5,0.79,33.41
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:44:00,62.97,4.4,68.11,1.05,31.04
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:44:00,72.52,4.85,67.73,1.34,34.25
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:46:00,66.02,4.49,68.93,0.85,62.7
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:46:00,65.56,5.08,71.24,1.0,36.45
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:46:00,77.18,4.42,67.0,0.95,36.13
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:46:00,69.72,4.18,66.1,1.16,35.74
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:46:00,65.92,4.95,67.82,1.19,34.64
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:46:00,66.07,5.43,68.71,1.02,37.18
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:46:00,64.16,4.82,70.12,0.95,35.89
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:46:00,63.64,4.41,65.07,1.02,34.73
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:46:00,72.51,5.01,66.42,0.88,39.48
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:46:00,66.48,4.56,69.07,1.04,37.21
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:46:00,64.69,4.13,67.33,1.08,36.17
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:46:00,69.2,4.78,64.83,1.13,36.82
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:46:00,68.22,3.7,68.49,1.07,30.72
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:46:00,69.88,4.85,71.15,1.06,35.38
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:46:00,65.37,5.35,65.24,0.75,33.02
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:46:00,69.24,4.14,67.94,1.22,35.01
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:48:00,65.32,4.77,63.79,1.09,62.12
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:48:00,65.55,4.42,67.1,0.74,34.47
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:48:00,66.02,3.74,66.63,0.97,33.82
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:48:00,69.62,4.77,67.07,0.85,35.07
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:48:00,70.6,4.94,70.5,1.0,37.99
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:48:00,69.92,4.99,69.03,0.86,34.91
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:48:00,69.66,4.21,63.69,0.76,36.04
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:48:00,65.23,4.65,70.95,0.8,34.2
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:48:00,66.37,4.96,68.44,1.06,38.39
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:48:00,68.01,4.58,68.29,1.01,36.5
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:48:00,71.85,3.92,63.9,0.91,33.37
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:48:00,69.48,5.04,64.15,1.06,34.72
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:48:00,68.85,5.52,65.36,0.98,31.75
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:48:00,69.53,4.04,70.46,1.22,35.3
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:48:00,61.28,3.85,67.52,0.57,35.04
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:48:00,71.37,4.25,66.1,0.86,36.0
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:50:00,71.78,4.92,66.67,1.08,62.61
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:50:00,65.8,4.48,65.95,0.84,32.64
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:50:00,67.98,4.77,68.53,0.78,32.76
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:50:00,62.59,4.67,69.05,0.93,38.85
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:50:00,68.4,4.44,62.38,0.64,34.75
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:50:00,74.31,4.69,65.61,0.8,36.12
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:50:00,66.2,3.44,63.64,0.71,34.59
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:50:00,67.35,4.5,65.33,1.18,32.53
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:50:00,69.77,4.5,68.39,1.1,34.05
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:50:00,68.37,4.02,68.04,0.61,35.59
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:50:00,73.47,5.28,70.28,1.18,36.81
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:50:00,72.16,4.97,71.81,1.03,33.79
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:50:00,64.6,4.52,67.67,0.98,34.11
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:50:00,66.44,5.46,68.7,1.08,36.42
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:50:00,71.26,3.93,65.77,1.02,34.08
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:50:00,65.37,4.52,64.9,0.75,33.49
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:52:00,68.79,5.34,71.71,1.17,63.73
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:52:00,71.54,4.72,66.01,0.97,33.58
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:52:00,65.88,4.8,66.48,1.45,30.98
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:52:00,68.83,4.7,62.12,0.89,36.43
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:52:00,73.92,4.58,69.7,0.9,35.83
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:52:00,65.61,3.65,68.47,1.12,34.56
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:52:00,71.28,4.74,64.17,0.63,32.05
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:52:00,64.55,4.84,67.88,1.15,31.48
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:52:00,67.35,5.07,67.94,1.11,34.47
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:52:00,70.67,5.81,66.97,1.07,34.64
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:52:00,66.33,3.71,67.08,0.87,34.94
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:52:00,67.23,5.41,71.39,0.91,32.92
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:52:00,68.5,3.84,66.58,1.16,31.93
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:52:00,64.42,4.72,63.93,0.86,35.26
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:52:00,67.01,3.98,65.7,1.11,34.71
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:52:00,65.16,4.69,67.82,1.18,32.87
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:54:00,62.15,4.69,64.68,0.87,62.43
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:54:00,67.33,5.82,72.07,0.91,37.66
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:54:00,71.27,3.87,70.43,1.11,34.84
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:54:00,70.29,4.87,70.54,0.93,34.53
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:54:00,65.2,4.22,67.82,0.93,33.8
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:54:00,66.99,3.42,67.76,1.25,37.59
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:54:00,68.33,4.97,65.26,0.87,31.84
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:54:00,65.06,3.7,65.11,1.1,35.49
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:54:00,72.41,4.65,68.29,0.56,31.57
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:54:00,63.03,4.0,67.38,0.56,37.37
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:54:00,71.88,4.95,66.85,0.99,35.14
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:54:00,70.54,4.78,67.15,1.05,33.66
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:54:00,70.33,4.58,66.93,0.98,36.14
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:54:00,63.12,5.52,69.99,0.91,39.42
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:54:00,62.19,5.3,65.93,0.97,38.31
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:54:00,71.68,5.91,71.24,0.95,36.79
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:56:00,67.38,3.6,69.8,1.28,62.9
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:56:00,67.66,4.35,67.11,1.24,37.09
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:56:00,68.86,4.26,67.21,0.93,33.97
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:56:00,69.28,4.37,69.92,1.18,34.69
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:56:00,70.67,4.2,67.33,0.97,34.55
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:56:00,67.52,4.93,68.11,1.03,37.69
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:56:00,68.63,4.61,67.88,1.23,33.82
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:56:00,70.57,4.87,68.74,1.15,34.82
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:56:00,67.72,3.86,70.85,0.9,31.13
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:56:00,66.44,4.38,69.78,1.11,35.55
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:56:00,63.49,4.33,64.73,1.34,36.67
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:56:00,69.67,4.59,66.04,0.9,38.77
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:56:00,71.25,4.09,63.85,1.04,36.58
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:56:00,67.2,5.38,68.61,0.99,36.28
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:56:00,68.05,4.65,63.78,0.94,36.8
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:56:00,69.26,4.71,64.9,0.88,32.42
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T13:58:00,63.89,4.94,64.92,0.97,62.25
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T13:58:00,68.47,4.8,67.52,1.22,34.28
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T13:58:00,64.24,5.09,66.55,1.09,34.21
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T13:58:00,64.77,3.18,66.58,1.05,35.61
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T13:58:00,72.61,4.48,65.5,1.14,35.3
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T13:58:00,67.63,4.84,67.47,1.15,36.87
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T13:58:00,67.57,4.4,67.3,0.96,37.36
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T13:58:00,67.15,4.02,69.71,1.19,37.47
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T13:58:00,69.44,4.56,67.74,1.07,35.23
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T13:58:00,67.69,4.55,65.58,0.9,36.56
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T13:58:00,71.34,4.01,65.87,1.05,34.48
b09252b0-558a-4f09-9cb5-86a3a4453781,2026-09-12T13:58:00,68.79,4.46,71.87,0.84,32.29
793143cb-8813-4de1-9023-75c9e3c24f19,2026-09-12T13:58:00,66.14,3.71,65.2,0.9,38.54
4191fcf6-9e4d-4457-8114-6380a6a405a3,2026-09-12T13:58:00,70.07,3.95,65.29,1.02,35.77
a36db6aa-0928-497b-83d9-7afb08fd79b4,2026-09-12T13:58:00,67.74,5.33,66.32,0.99,36.29
773252a5-cf6d-4c04-b640-9a714e69e146,2026-09-12T13:58:00,66.16,4.97,66.98,0.96,34.44
4212d2bd-3964-48b4-b0e3-07bd0415b30a,2026-09-12T14:00:00,67.46,4.94,66.45,0.76,62.8
c0d1af12-6d86-4bb7-b100-eb9317bface3,2026-09-12T14:00:00,67.62,4.35,67.14,0.97,36.62
ab4ec270-e09c-416f-b2e1-ca57bca64108,2026-09-12T14:00:00,69.25,4.39,63.84,0.95,34.76
479271d0-7de0-44c6-83e1-a3d9addfee9c,2026-09-12T14:00:00,71.87,6.21,69.11,0.47,34.48
ed74dcd0-6258-40af-8e5e-a48f2aa88b63,2026-09-12T14:00:00,67.17,3.59,70.4,0.98,33.14
913e07b4-58fc-4422-ba27-1aaa68253a84,2026-09-12T14:00:00,70.88,5.42,65.33,0.94,37.42
351ad0d5-0a18-424f-8090-451baad96128,2026-09-12T14:00:00,71.22,4.94,65.74,1.04,33.82
af9e1b91-5759-47e6-b0e2-2b5b494ef02b,2026-09-12T14:00:00,68.44,5.32,67.56,1.01,36.51
7e2aaa32-e289-4202-aa93-7e0df02795f7,2026-09-12T14:00:00,74.42,3.94,68.13,0.84,39.41
c5a3fb23-c801-4300-8a1a-ba7b0970ef9e,2026-09-12T14:00:00,71.43,4.23,68.97,1.08,33.25
de4a93e3-dbdf-4611-b9ff-6306599cd36c,2026-09-12T14:00:00,71.0,3.58,65.91,1.06,32.46
